id,reference,color,country,region,appellation,vintage,grapes,alcohol_percent,bottle_size_l,sweetness,tannin,acidity,rating,price_eur,producer,stock_quantity
364,WINE-00364,rosé,Spain,Rias Baixas,AVA,2004,"Sauvignon Blanc, Tempranillo",11.5,0.375,dry,high,medium,98,93.75,Bray-Cameron,580
365,WINE-00365,white,Italy,Tuscany,DOC,2015,"Grenache, Sangiovese",12.5,0.75,semi-sweet,low,low,95,87.31,Stokes-Garza,686
366,WINE-00366,white,France,Provence,DOCG,2015,Sangiovese,15.1,1.5,sweet,medium,medium,92,95.17,Kelly-Sawyer,219
367,WINE-00367,white,Spain,Rias Baixas,AOC,2005,Merlot,15.0,0.375,off-dry,medium,low,97,13.71,Ross-Robinson,758
368,WINE-00368,sparkling,France,Loire,IGP,2004,"Riesling, Sauvignon Blanc",13.9,1.5,sweet,medium,medium,87,90.25,Rush-Robinson,360
369,WINE-00369,red,Georgia,Kakheti,IGP,2023,"Sauvignon Blanc, Cabernet Sauvignon",15.3,0.375,off-dry,low,medium,95,47.41,Suarez-Ware,674
370,WINE-00370,red,France,Languedoc,IGP,2008,"Cabernet Sauvignon, Pinot Noir",15.5,0.375,semi-sweet,high,high,89,17.58,Mitchell-Williams,762
371,WINE-00371,white,Georgia,Kakheti,DOCG,2015,"Pinot Noir, Sauvignon Blanc",14.2,0.75,off-dry,medium,medium,88,64.77,Ford PLC,191
372,WINE-00372,red,USA,Willamette Valley,DOC,2000,"Sangiovese, Pinot Noir",11.1,1.5,dry,high,medium,79,111.33,Smith Inc,212
373,WINE-00373,white,Georgia,Kakheti,AVA,2001,"Pinot Noir, Sangiovese",11.6,1.5,sweet,low,medium,82,74.64,Jones-Chapman,265
374,WINE-00374,white,Georgia,Kakheti,IGP,2015,Sangiovese,13.1,0.375,dry,medium,high,83,91.31,Smith-Nguyen,242
375,WINE-00375,white,Georgia,Kakheti,AVA,2014,Syrah,11.8,0.375,dry,high,medium,97,87.01,"Valdez, Klein and Guerrero",279
376,WINE-00376,red,USA,Willamette Valley,IGP,2022,Riesling,11.4,0.375,sweet,low,medium,92,25.56,Velazquez and Sons,221
377,WINE-00377,sparkling,Georgia,Kakheti,DOC,2000,Syrah,14.9,0.75,sweet,medium,medium,83,78.39,"Mills, Osborn and Ward",456
378,WINE-00378,white,France,Rhone,AVA,2004,"Merlot, Sangiovese",11.8,0.75,sweet,high,medium,93,113.71,Oneill-Lam,482
379,WINE-00379,sparkling,Georgia,Kakheti,AVA,2000,Sangiovese,12.0,0.75,sweet,low,medium,81,46.37,"Henson, Villegas and Smith",435
380,WINE-00380,sparkling,Spain,Rias Baixas,DOC,1995,"Tempranillo, Sangiovese",11.2,1.5,sweet,medium,high,98,87.2,Smith Ltd,694
381,WINE-00381,rosé,USA,Sonoma,DOC,2015,Pinot Noir,12.6,0.75,semi-sweet,high,high,99,31.04,Scott LLC,160
382,WINE-00382,white,Georgia,Kakheti,DOCG,2023,Pinot Noir,15.1,0.375,semi-sweet,medium,medium,93,37.31,"Larson, Rose and Stephens",533
383,WINE-00383,rosé,France,Provence,IGP,2003,Chardonnay,12.7,1.5,semi-sweet,low,medium,90,13.66,Berry Inc,643
384,WINE-00384,rosé,Georgia,Kakheti,DOCG,2017,"Riesling, Pinot Noir",12.7,0.375,off-dry,low,low,82,22.75,"Sullivan, Trujillo and Guzman",233
385,WINE-00385,sparkling,Italy,Tuscany,DOCG,1999,Merlot,13.5,0.375,off-dry,medium,low,79,91.28,Cook-Clark,747
386,WINE-00386,red,USA,Sonoma,DOC,1996,Grenache,11.4,0.375,dry,low,low,88,86.74,Burns-Stephenson,645
387,WINE-00387,sparkling,Italy,Tuscany,DOC,2001,Pinot Noir,13.7,1.5,off-dry,medium,low,91,43.08,Johnson-Wood,418
388,WINE-00388,white,Spain,Priorat,IGP,2000,Pinot Noir,11.8,0.375,semi-sweet,high,high,98,12.72,Porter and Sons,542
389,WINE-00389,sparkling,Georgia,Kakheti,AVA,2009,Riesling,15.0,1.5,semi-sweet,high,medium,94,113.54,Smith-Garza,49
390,WINE-00390,sparkling,Georgia,Kakheti,DOC,2011,"Pinot Noir, Cabernet Sauvignon",14.6,1.5,dry,medium,medium,99,27.55,Hickman-Jenkins,389
391,WINE-00391,sparkling,USA,Sonoma,AVA,2023,Chardonnay,12.7,0.75,off-dry,high,high,78,118.95,Gonzalez-Kim,704
392,WINE-00392,rosé,Spain,Rias Baixas,AVA,2010,"Pinot Noir, Sangiovese",15.3,0.375,sweet,low,low,91,92.76,Smith PLC,587
393,WINE-00393,sparkling,USA,Sonoma,AOC,2019,Tempranillo,11.6,0.75,semi-sweet,low,high,91,56.36,"Snyder, Welch and Irwin",743
394,WINE-00394,sparkling,Spain,Rioja,DOCG,2010,Cabernet Sauvignon,14.8,0.75,off-dry,low,high,86,37.68,Taylor and Sons,379
395,WINE-00395,sparkling,Italy,Umbria,AVA,2007,"Riesling, Chardonnay",14.1,1.5,sweet,low,low,82,98.49,"Mcmahon, Mejia and Townsend",302
396,WINE-00396,white,France,Languedoc,DOCG,2021,"Syrah, Grenache",13.3,0.75,sweet,low,low,80,103.06,Price-Franklin,35
397,WINE-00397,sparkling,Italy,Sicily,AOC,1999,"Chardonnay, Pinot Noir",13.9,0.375,off-dry,high,medium,88,24.72,Price Inc,228
398,WINE-00398,rosé,USA,Napa,DOCG,2000,Syrah,15.1,1.5,semi-sweet,low,high,90,66.76,Munoz-Douglas,454
399,WINE-00399,sparkling,Italy,Tuscany,IGP,2002,"Cabernet Sauvignon, Sauvignon Blanc",13.9,0.75,off-dry,medium,low,94,83.96,Holt Group,567
400,WINE-00400,white,Spain,Priorat,DOC,2024,"Riesling, Tempranillo",12.2,0.75,dry,high,medium,96,43.45,"Griffin, Jones and Webb",351
401,WINE-00401,sparkling,France,Provence,AOC,2013,Riesling,12.3,0.75,sweet,high,high,83,41.78,Thompson-Murphy,29
402,WINE-00402,sparkling,Spain,Ribera del Duero,AOC,2013,"Riesling, Chardonnay",14.5,1.5,semi-sweet,medium,high,84,67.93,Schmidt-Ponce,680
403,WINE-00403,white,Italy,Veneto,AVA,2004,Grenache,15.4,0.375,dry,medium,low,84,69.06,Kerr PLC,210
404,WINE-00404,white,Georgia,Kakheti,AOC,2016,"Merlot, Syrah",13.6,1.5,dry,medium,low,91,15.98,"Patel, Martinez and Reynolds",287
405,WINE-00405,sparkling,Spain,Rioja,DOCG,2013,Cabernet Sauvignon,11.9,0.375,off-dry,low,low,81,36.49,"Santana, Brown and Flowers",757
406,WINE-00406,sparkling,Georgia,Kakheti,IGP,2014,Merlot,14.7,0.75,dry,high,medium,94,22.86,Fisher Group,372
407,WINE-00407,red,France,Bordeaux,IGP,2018,"Pinot Noir, Chardonnay",12.6,0.375,semi-sweet,medium,medium,95,22.15,Sosa and Sons,161
408,WINE-00408,red,Italy,Piedmont,AVA,2004,Pinot Noir,13.3,1.5,dry,high,medium,91,58.82,"Dunn, Miller and Ortiz",768
409,WINE-00409,white,France,Bordeaux,IGP,2024,Syrah,14.4,0.375,semi-sweet,low,low,93,73.14,Thompson-Poole,439
410,WINE-00410,red,Spain,Priorat,DOC,2011,Riesling,12.1,0.375,off-dry,low,low,86,15.37,Williams Group,339
411,WINE-00411,red,France,Provence,IGP,2019,"Merlot, Sangiovese",15.2,0.375,off-dry,low,medium,91,42.97,"Farley, Robinson and Solis",108
412,WINE-00412,white,Georgia,Kakheti,AVA,1998,Riesling,15.5,1.5,off-dry,high,low,87,63.79,Holland-Pugh,343
413,WINE-00413,white,France,Burgundy,AVA,2016,"Pinot Noir, Syrah",11.9,0.75,sweet,low,low,92,6.41,Calderon PLC,228
414,WINE-00414,white,USA,Napa,IGP,2016,Sangiovese,12.3,0.75,semi-sweet,low,medium,99,82.46,Davis PLC,227
415,WINE-00415,sparkling,France,Alsace,IGP,1997,Pinot Noir,11.3,1.5,off-dry,medium,high,81,49.6,Turner-Harris,696
416,WINE-00416,white,USA,Sonoma,AOC,2004,"Tempranillo, Riesling",11.3,1.5,sweet,low,low,80,61.14,"Allen, Roberts and Rogers",130
417,WINE-00417,red,France,Rhone,AOC,2002,Chardonnay,11.2,1.5,semi-sweet,medium,low,89,52.36,Turner-Walker,283
418,WINE-00418,sparkling,Italy,Sicily,DOC,1997,Pinot Noir,13.4,0.75,off-dry,high,low,99,105.41,"Vasquez, Jenkins and Cole",734
419,WINE-00419,sparkling,France,Burgundy,AOC,1999,Cabernet Sauvignon,11.2,0.75,dry,medium,high,88,102.53,Washington-Tucker,766
420,WINE-00420,white,Georgia,Kakheti,DOCG,2018,Riesling,12.5,0.75,semi-sweet,high,high,96,118.84,Taylor-Chapman,634
421,WINE-00421,red,Spain,Ribera del Duero,IGP,1996,"Tempranillo, Pinot Noir",13.4,0.75,dry,high,high,92,95.04,"Valencia, Jackson and Santos",529
422,WINE-00422,sparkling,USA,Napa,AVA,2021,"Grenache, Sauvignon Blanc",14.2,0.75,sweet,medium,high,99,30.27,Robinson-Frazier,462
423,WINE-00423,sparkling,Spain,Rias Baixas,DOCG,2018,Chardonnay,13.9,0.375,sweet,high,high,99,35.16,Haynes-King,375
424,WINE-00424,red,France,Champagne,DOCG,2008,"Sauvignon Blanc, Cabernet Sauvignon",15.3,1.5,semi-sweet,low,medium,88,59.83,"Prince, Henderson and Rodriguez",736
425,WINE-00425,red,Italy,Sicily,DOCG,2023,Grenache,13.2,1.5,off-dry,medium,medium,92,38.9,"Anderson, Dawson and May",159
426,WINE-00426,white,Spain,Ribera del Duero,DOC,2024,"Grenache, Cabernet Sauvignon",14.0,0.375,semi-sweet,low,low,79,54.7,Black-Prince,196
427,WINE-00427,red,Italy,Veneto,AOC,2007,"Riesling, Sangiovese",15.5,0.75,dry,medium,medium,83,49.24,Martinez-Hernandez,11
428,WINE-00428,rosé,Spain,Rioja,DOCG,2014,Cabernet Sauvignon,14.2,0.375,dry,high,high,96,75.65,Becker-Ellis,300
429,WINE-00429,white,France,Loire,DOC,1998,"Tempranillo, Chardonnay",11.2,0.75,dry,high,medium,81,33.06,Acevedo-Walter,451
430,WINE-00430,rosé,Spain,Priorat,AOC,2005,Merlot,15.4,0.375,sweet,low,medium,96,33.42,Davis Inc,648
431,WINE-00431,rosé,France,Jura,DOCG,1995,"Riesling, Tempranillo",11.2,0.75,sweet,low,high,97,25.97,"Carlson, Stewart and Moreno",613
432,WINE-00432,sparkling,USA,Willamette Valley,DOC,2019,Grenache,14.4,0.75,dry,medium,medium,84,85.02,Richardson-Mitchell,69
433,WINE-00433,white,France,Burgundy,DOCG,2008,Sauvignon Blanc,13.3,0.75,semi-sweet,high,medium,83,17.42,"Lewis, Carter and Ashley",540
434,WINE-00434,rosé,USA,Napa,DOCG,2023,Syrah,12.7,0.75,semi-sweet,medium,low,97,114.9,Maynard Inc,378
435,WINE-00435,rosé,France,Provence,DOC,2000,"Merlot, Chardonnay",12.9,0.75,off-dry,medium,low,83,119.82,"Smith, Mcdonald and Marquez",202
436,WINE-00436,rosé,Georgia,Kakheti,IGP,2020,"Syrah, Pinot Noir",14.2,0.375,semi-sweet,high,low,78,48.94,Baker Group,328
437,WINE-00437,red,USA,Willamette Valley,IGP,2000,"Syrah, Sangiovese",11.3,0.375,off-dry,medium,high,94,21.52,"Smith, Smith and Neal",627
438,WINE-00438,rosé,Italy,Umbria,DOCG,2018,Riesling,13.8,0.375,semi-sweet,medium,medium,99,28.93,"Andrews, Andrade and Carter",631
439,WINE-00439,sparkling,Georgia,Kakheti,DOCG,2010,Chardonnay,13.0,0.375,dry,high,low,80,75.75,Parker Inc,33
440,WINE-00440,rosé,Georgia,Kakheti,AOC,1995,Sangiovese,11.1,0.375,sweet,low,high,92,66.73,"Tran, Carson and Hubbard",186
441,WINE-00441,rosé,Italy,Veneto,AVA,2005,Pinot Noir,12.7,0.375,dry,high,high,81,11.77,Daniels-Wallace,718
442,WINE-00442,rosé,Spain,Rias Baixas,AOC,2014,Riesling,14.6,0.75,dry,low,high,87,31.95,"Malone, Flores and Robinson",93
443,WINE-00443,white,Georgia,Kakheti,IGP,2021,"Sauvignon Blanc, Riesling",11.9,0.375,semi-sweet,medium,high,94,34.25,Hester-Campbell,711
444,WINE-00444,red,Spain,Priorat,DOC,2009,Syrah,15.3,0.75,sweet,high,medium,94,61.26,"Morrow, Colon and Kennedy",639
445,WINE-00445,white,Spain,Priorat,DOC,2000,"Riesling, Sauvignon Blanc",13.4,0.375,sweet,low,medium,94,29.9,"Glass, Wolfe and Howard",202
446,WINE-00446,red,Italy,Veneto,DOCG,2010,"Chardonnay, Merlot",12.3,1.5,off-dry,medium,medium,78,105.44,Walker LLC,309
447,WINE-00447,white,Spain,Ribera del Duero,DOC,2021,"Merlot, Sauvignon Blanc",13.1,1.5,sweet,low,low,82,52.96,"Wallace, Willis and Mcconnell",521
448,WINE-00448,white,Italy,Veneto,IGP,1998,"Grenache, Pinot Noir",11.8,1.5,off-dry,low,medium,96,67.3,Stone-Washington,450
449,WINE-00449,red,Georgia,Kakheti,AOC,1996,Riesling,15.0,1.5,dry,high,medium,84,102.9,"Jones, Sullivan and Nixon",313
450,WINE-00450,white,Georgia,Kakheti,DOCG,2020,"Merlot, Riesling",11.3,1.5,off-dry,high,medium,82,34.78,Johnston-Davis,750
451,WINE-00451,red,France,Bordeaux,DOC,1997,Syrah,12.2,0.375,semi-sweet,medium,low,86,6.02,Smith and Sons,472
452,WINE-00452,white,Italy,Veneto,IGP,2022,Syrah,11.0,0.75,dry,medium,high,93,94.96,Carney-Cain,230
453,WINE-00453,red,Italy,Veneto,DOCG,2007,"Sauvignon Blanc, Sangiovese",12.0,0.75,dry,high,high,92,83.15,Miller-Richardson,598
454,WINE-00454,rosé,Georgia,Kakheti,DOC,2016,"Sauvignon Blanc, Syrah",11.2,0.375,sweet,high,low,95,63.98,Decker LLC,121
455,WINE-00455,sparkling,France,Provence,AOC,2015,Grenache,13.2,0.375,off-dry,medium,low,87,55.48,Donaldson Inc,650
456,WINE-00456,sparkling,Italy,Piedmont,AOC,2009,"Cabernet Sauvignon, Sauvignon Blanc",14.2,1.5,off-dry,medium,low,82,11.53,Ray and Sons,80
457,WINE-00457,rosé,Spain,Rioja,DOCG,1997,Merlot,14.3,0.375,semi-sweet,low,high,89,86.35,Kerr-Contreras,630
458,WINE-00458,sparkling,USA,Willamette Valley,AOC,2009,Sangiovese,12.4,0.75,sweet,low,medium,85,49.33,Kidd-Harrell,204
459,WINE-00459,sparkling,Spain,Priorat,IGP,2015,"Merlot, Cabernet Sauvignon",13.0,0.375,off-dry,medium,medium,97,37.48,"Peterson, Parker and Stewart",156
460,WINE-00460,sparkling,Georgia,Kakheti,DOC,2012,"Syrah, Merlot",11.1,0.375,dry,high,medium,99,110.38,"Mckenzie, Wood and Horne",310
461,WINE-00461,red,Georgia,Kakheti,AOC,2004,Sauvignon Blanc,13.3,0.375,sweet,medium,low,93,16.11,Long-Henderson,27
462,WINE-00462,white,Italy,Umbria,AOC,2001,Sangiovese,13.7,0.375,off-dry,medium,medium,92,34.71,Patterson LLC,246
463,WINE-00463,red,Spain,Rioja,AVA,2022,"Grenache, Cabernet Sauvignon",11.5,0.75,dry,high,high,84,72.99,"Jackson, Vargas and Solis",738
464,WINE-00464,rosé,Spain,Priorat,DOC,2009,"Cabernet Sauvignon, Grenache",13.6,0.75,semi-sweet,high,high,94,15.75,Brown-Mullen,528
465,WINE-00465,white,USA,Sonoma,DOCG,2011,Chardonnay,14.7,0.75,semi-sweet,medium,low,91,110.17,"Robbins, Collins and Conner",525
466,WINE-00466,sparkling,Spain,Ribera del Duero,IGP,1999,"Tempranillo, Syrah",15.5,1.5,off-dry,high,low,80,35.34,"Joseph, Brown and Ramos",720
467,WINE-00467,rosé,Italy,Veneto,AVA,2009,Sauvignon Blanc,11.8,1.5,dry,medium,high,81,27.03,"Whitehead, Benton and Turner",657
468,WINE-00468,red,Georgia,Kakheti,DOC,2001,"Sauvignon Blanc, Tempranillo",12.7,1.5,semi-sweet,medium,high,96,51.58,"Delacruz, Perez and Bartlett",405
469,WINE-00469,white,Italy,Sicily,AVA,1996,"Sangiovese, Riesling",14.8,0.375,dry,high,high,83,101.01,Terry Inc,800
470,WINE-00470,sparkling,Spain,Priorat,DOCG,2020,"Tempranillo, Chardonnay",15.0,0.375,off-dry,low,low,82,107.7,Rush-Chapman,542
471,WINE-00471,rosé,Italy,Sicily,AOC,2017,Pinot Noir,13.5,0.75,semi-sweet,medium,low,86,29.48,"Duran, Johnson and Simpson",12
472,WINE-00472,sparkling,USA,Napa,IGP,2022,Riesling,13.8,0.375,dry,low,medium,86,33.42,"Moore, Friedman and Velez",607
473,WINE-00473,sparkling,France,Beaujolais,AVA,2009,Syrah,12.3,0.375,semi-sweet,high,low,81,93.17,Brown-Woodard,605
474,WINE-00474,sparkling,France,Languedoc,AVA,1999,Sauvignon Blanc,15.0,0.75,semi-sweet,medium,medium,83,27.81,"Smith, Lewis and Garcia",725
475,WINE-00475,sparkling,Georgia,Kakheti,DOC,1996,"Tempranillo, Chardonnay",15.2,0.75,dry,low,medium,86,86.53,"Pineda, Byrd and Johnson",661
476,WINE-00476,sparkling,Spain,Rias Baixas,AVA,2009,"Riesling, Tempranillo",14.4,0.75,dry,high,high,83,98.22,Brooks-Harvey,254
477,WINE-00477,white,Italy,Piedmont,DOC,2005,"Chardonnay, Syrah",15.5,0.75,sweet,low,high,83,98.75,"Barker, Franco and Day",59
478,WINE-00478,red,Italy,Sicily,AOC,2023,"Cabernet Sauvignon, Tempranillo",13.2,0.75,dry,medium,low,82,94.89,"Evans, Dean and Foster",600
479,WINE-00479,rosé,USA,Napa,DOCG,1996,"Sauvignon Blanc, Tempranillo",13.9,1.5,dry,medium,low,97,95.82,"Simmons, Haas and Ruiz",441
480,WINE-00480,rosé,Italy,Piedmont,AOC,2021,Merlot,11.2,0.75,sweet,high,medium,89,101.41,Reed PLC,599
481,WINE-00481,rosé,USA,Willamette Valley,AOC,2014,"Grenache, Sauvignon Blanc",15.3,0.75,sweet,low,medium,81,52.1,"Cooper, Nichols and Garcia",104
482,WINE-00482,sparkling,USA,Willamette Valley,AVA,2018,Merlot,13.7,0.75,dry,high,medium,99,73.97,Jones-Baker,684
483,WINE-00483,white,France,Beaujolais,DOCG,2004,"Sauvignon Blanc, Merlot",13.8,1.5,dry,medium,medium,95,32.77,"Frederick, Fisher and Williams",580
484,WINE-00484,red,USA,Willamette Valley,IGP,2014,"Sangiovese, Pinot Noir",14.3,0.75,dry,high,medium,99,7.59,"Williams, Ramos and Meza",328
485,WINE-00485,red,France,Loire,DOC,2021,"Syrah, Sauvignon Blanc",12.0,1.5,semi-sweet,high,high,82,114.81,Browning Group,797
486,WINE-00486,sparkling,France,Loire,AVA,2020,"Chardonnay, Pinot Noir",13.0,1.5,semi-sweet,medium,low,94,36.86,Sanchez-Evans,504
487,WINE-00487,white,France,Burgundy,AOC,2005,"Sangiovese, Merlot",12.5,0.375,sweet,low,medium,95,85.89,"Decker, Mclaughlin and Johnston",594
488,WINE-00488,white,France,Beaujolais,IGP,2023,Syrah,15.2,0.75,off-dry,low,low,86,17.13,Rogers-Jones,784
489,WINE-00489,rosé,Italy,Sicily,DOC,2017,Chardonnay,14.1,1.5,off-dry,high,high,92,37.42,Morales-Cross,257
490,WINE-00490,white,Georgia,Kakheti,AVA,2017,"Pinot Noir, Syrah",14.1,1.5,dry,low,medium,78,40.92,Pruitt Ltd,100
491,WINE-00491,white,Spain,Priorat,IGP,2006,Merlot,12.8,0.375,off-dry,low,low,78,16.41,"Pratt, Parker and Williams",683
492,WINE-00492,white,USA,Napa,DOC,2015,"Cabernet Sauvignon, Sauvignon Blanc",13.0,0.375,sweet,medium,low,85,73.0,Turner-Hess,446
493,WINE-00493,rosé,Spain,Priorat,DOC,2008,"Merlot, Grenache",12.3,1.5,dry,low,medium,88,56.65,Owen-Martinez,192
494,WINE-00494,sparkling,USA,Sonoma,AVA,2009,Merlot,11.3,0.75,sweet,medium,medium,86,51.04,Ward PLC,237
495,WINE-00495,sparkling,Georgia,Kakheti,DOC,2023,Riesling,12.7,0.75,sweet,high,low,95,78.57,Carr Inc,758
496,WINE-00496,white,France,Alsace,DOCG,2004,"Sangiovese, Pinot Noir",12.5,0.75,semi-sweet,high,medium,97,115.94,"Martin, Dennis and Lewis",142
497,WINE-00497,red,Italy,Veneto,IGP,2022,Grenache,13.4,0.75,semi-sweet,low,medium,78,59.4,Matthews Group,420
498,WINE-00498,red,Italy,Tuscany,DOC,2008,"Sauvignon Blanc, Syrah",12.7,1.5,sweet,high,medium,89,50.36,Simpson-Aguilar,231
499,WINE-00499,red,France,Champagne,AVA,2013,"Sauvignon Blanc, Chardonnay",12.9,0.375,off-dry,high,high,94,67.87,Hernandez-Moore,436
500,WINE-00500,sparkling,Spain,Rias Baixas,DOCG,2010,"Riesling, Cabernet Sauvignon",13.5,0.375,dry,low,low,89,39.98,Flores Inc,80
